DrugName	CID	
(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL	256737
(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate	11188898
(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime	11653652
(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime	25093311
(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid	447066
(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE	
(1R)-1,2,2-TRIMETHYLPROPYL (S)-METHYLPHOSPHINATE	
(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID	5289377
(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid	5289378
(1R)-1-PHENYLETHYL 4-(ACETYLAMINO)BENZYLPHOSPHONATE	5289359
(1R)-1-PHENYLETHYL 4-(ACETYLAMINO)BENZYLPHOSPHONATE	448898
(1R)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID	6852147
(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE	10062713
(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	9547943
(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol	36688409
(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE	6857688
(1R)-MENTHYL HEXYL PHOSPHONATE GROUP	446980
(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE	15942651
(1R,2As,4S,7S,10S,13S,19S,22S,25S,28S,31R,36R,39S,45R,48S,51S,54S,57R,60S,63S,66S,69S,72S,75S,78S,81S,84S,87S,90R,93S,96S,99S)-10,51,75,87-tetrakis(4-aminobutyl)-31-[[(2S)-2-[[(2S)-2-amino-5-carbamimidamidopentanoyl]amino]-3-hydroxypropanoyl]amino]-93-(3-amino-3-oxopropyl)-60,96-dibenzyl-19,28-bis[(2S)-butan-2-yl]-4,54,69-tris(3-carbamimidamidopropyl)-25-(carboxymethyl)-2a,22,39,48-tetrakis[(1R)-1-hydroxyethyl]-7,63,81-tris(hydroxymethyl)-72-[(4-hydroxyphenyl)methyl]-84-(1H-imidazol-5-ylmethyl)-99-methyl-66-(2-methylpropyl)-78-(2-methylsulfanylethyl)-1a,3,4a,6,9,12,18,21,24,27,30,38,41,44,47,50,53,56,59,62,65,68,71,74,77,80,83,86,89,92,95,98-dotriacontaoxo-6a,7a,10a,11a,33,34-hexathia-a,2,3a,5,8,11,17,20,23,26,29,37,40,43,46,49,52,55,58,61,64,67,70,73,76,79,82,85,88,91,94,97-dotriacontazatetracyclo[55.47.4.445,90.013,17]dodecahectane-36-carboxylic acid	
(1R,2As,4S,7S,10S,13S,19S,22S,25S,28S,31R,36R,39S,45R,48S,51S,54S,57R,60S,63S,66S,69S,72S,75S,78S,81S,84S,87S,90R,93S,96S,99S)-10,51,75,87-tetrakis(4-aminobutyl)-31-[[(2S)-2-[[(2S)-2-amino-5-carbamimidamidopentanoyl]amino]-3-hydroxypropanoyl]amino]-93-(3-amino-3-oxopropyl)-60,96-dibenzyl-19,28-bis[(2S)-butan-2-yl]-78-butyl-4,54,69-tris(3-carbamimidamidopropyl)-25-(carboxymethyl)-2a,22,39,48-tetrakis[(1R)-1-hydroxyethyl]-7,63,81-tris(hydroxymethyl)-72-[(4-hydroxyphenyl)methyl]-84-(1H-imidazol-5-ylmethyl)-99-methyl-66-(2-methylpropyl)-1a,3,4a,6,9,12,18,21,24,27,30,38,41,44,47,50,53,56,59,62,65,68,71,74,77,80,83,86,89,92,95,98-dotriacontaoxo-6a,7a,10a,11a,33,34-hexathia-a,2,3a,5,8,11,17,20,23,26,29,37,40,43,46,49,52,55,58,61,64,67,70,73,76,79,82,85,88,91,94,97-dotriacontazatetracyclo[55.47.4.445,90.013,17]dodecahectane-36-carboxylic acid	
(1R,2As,4S,7S,10S,13S,19S,22S,25S,28S,31R,36R,39S,45R,48S,51S,54S,57R,60S,63S,66S,69S,72S,75S,78S,81S,84S,87S,90R,93S,96S,99S)-10,51,87-tris(4-aminobutyl)-31-[[(2S)-2-[[(2S)-2-amino-5-carbamimidamidopentanoyl]amino]-3-hydroxypropanoyl]amino]-75-(aminomethyl)-93-(3-amino-3-oxopropyl)-60,96-dibenzyl-19,28-bis[(2S)-butan-2-yl]-4,54,69-tris(3-carbamimidamidopropyl)-25-(carboxymethyl)-2a,22,39,48-tetrakis[(1R)-1-hydroxyethyl]-7,63,81-tris(hydroxymethyl)-72-[(4-hydroxyphenyl)methyl]-84-(1H-imidazol-5-ylmethyl)-99-methyl-66-(2-methylpropyl)-78-(2-methylsulfanylethyl)-1a,3,4a,6,9,12,18,21,24,27,30,38,41,44,47,50,53,56,59,62,65,68,71,74,77,80,83,86,89,92,95,98-dotriacontaoxo-6a,7a,10a,11a,33,34-hexathia-a,2,3a,5,8,11,17,20,23,26,29,37,40,43,46,49,52,55,58,61,64,67,70,73,76,79,82,85,88,91,94,97-dotriacontazatetracyclo[55.47.4.445,90.013,17]dodecahectane-36-carboxylic acid	
(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE	11840970
(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	6914612
(1R,2S)-2-(5-thioxo-4,5-dihydro-1H-1,2,4-triazol-3-yl)cyclohexanecarboxylic acid	976666
(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol	10457944
(1R,4R,5S)-4-(2-Chloroethyl)-1-[(S)-cyclohexyl(hydroxy)methyl]-5-methyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione	
(1R,4R,5S)-4-(2-Chloroethyl)-1-[(S)-cyclopropyl(hydroxy)methyl]-5-methyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione	
(1R,4R,5S)-4-(3-Chloropropyl)-1-[(S)-cyclohexyl(hydroxy)methyl]-5-methyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione	
(1R,4S,7Z,10S,16E,21R)-7-Ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetrazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone	
(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL	5287834
(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE	6914614
(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	46937155
(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE	6102824
(1S)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID	6540261
(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE	6914613
(1S)-2-(1H-INDOL-3-YL)-1-{[(5-ISOQUINOLIN-6-YLPYRIDIN-3-YL)OXY]METHYL}ETHYLAMINE	
(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	11840917
(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	11840904
(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	24883486
(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE	5287637
(1S)-MENTHYL HEXYL PHOSPHONATE GROUP	446981
(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE	11538992
(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	9600408
(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol	9817381
(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL	444394
(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE	15942677
(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid	25049750
(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	11235729
(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine	44176358
(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE	11987860
(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE	
(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE	11974440
(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL	4369567
(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE	46937129
(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione	9929643
(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine	5287415
(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol	46936314
(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol	131704191
(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM	24836815
(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE	25271554
(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE	446476
(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE	4634717
(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID	447739
(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	16058629
(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE	23646577
(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	46937173
(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	131704313
(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	445646
(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	5321765
(2E)-2-Cyano-3-(3,6-dichloro-2-pyridinyl)-N-(1-{4-[2-(4-morpholinyl)ethoxy]phenyl}butyl)acrylamide	
(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID	10308106
(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID	46937113
(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide	10379137
(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide	5328969
(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	5353760
(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	5288795
(2E,4R,5E)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,5-dienamide	
(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID	54736482
(2E,4S,5E)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,5-dienamide	
(2R)-1-(2,6-dimethylphenoxy)propan-2-amine	180621
(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL	448994
(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine	24812720
(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL	4369434
(2R)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL	445952
(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL	445951
(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	445957
(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE	16122635
(2R)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	15602983
(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE	10095865
(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol	5289296
(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	10224714
(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE	16129579
(2R)-2-Benzyl-3-[4-propoxy-3-[[[4-(3,3,5,5-tetramethylpiperidin-1-yl)benzoyl]amino]methyl]phenyl]propanoic acid	
(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE	670006
(2R)-2-[2-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid	
(2R)-2-[3-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid	
(2R)-2-[4-Chloro-3-[[1-(6-methoxy-1,2-benzoxazol-3-yl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid	
(2R)-2-[[3-[[[4-(2-Azatricyclo[3.3.1.13,7]decan-2-yl)benzoyl]amino]methyl]-4-propoxyphenyl]methyl]-3-phenylpropanoic acid	
(2R)-2-[[3-[[[4-(3-Azabicyclo[3.2.1]octan-3-yl)benzoyl]amino]methyl]-4-propoxyphenyl]methyl]-3-phenylpropanoic acid	
(2R)-2-[[3-[[[4-(8-Azabicyclo[3.2.1]octan-8-yl)benzoyl]amino]methyl]-4-propoxyphenyl]methyl]-3-phenylpropanoic acid	
(2R)-2-[[3-[[[4-(9-Azabicyclo[3.3.1]nonan-9-yl)benzoyl]amino]methyl]-4-propoxyphenyl]methyl]-3-phenylpropanoic acid	
(2R)-2-[[3-[[[4-(Azocan-1-yl)benzoyl]amino]methyl]-4-propoxyphenyl]methyl]-3-phenylpropanoic acid	
(2R)-2-[[3-[[[4-(Azonan-1-yl)benzoyl]amino]methyl]-4-propoxyphenyl]methyl]-3-phenylpropanoic acid	
(2R)-2-benzyl-3-nitropropanoic acid	24768537
(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol	25190761
(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL	4369435
(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID	24820112
(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE	5288113
(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid	44176354
(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	16739331
(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	23661697
(2R)-5-Oxo-N-[(2S)-1-oxo-7-sulfanyl-1-[3-(trifluoromethyl)anilino]heptan-2-yl]pyrrolidine-2-carboxamide	
(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE	6914621
(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	10198228
(2R)-N-[(2S)-1-Anilino-1-oxo-7-sulfanylheptan-2-yl]-5-oxopyrrolidine-2-carboxamide	
(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide	11143173
(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine	11710963
(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE	42609673
(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL	501640
(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL	4369568
(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	25195347
(2R,3S)-3-[(2S)-Butan-2-yl]-4-oxo-N-[4-phenylmethoxy-3-(phenylmethoxymethyl)butyl]oxetane-2-carboxamide	
(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE	11634458
(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine	46937168
(2S) N-ACETYL-L-ALANYL-ALPHAL-PHENYLALANYL-CHLOROETHYLKETONE	46937104
(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile	46937117
(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile	10109823
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	10172943
(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol	831616
(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	46937052
(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol	13023332
(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL	6540273
(2S)-1-[(2S)-2-[(2-Azidoacetyl)amino]propanoyl]-N-[(2S)-1-[[(2S)-3-cyclohexyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]-4,4-difluoropyrrolidine-2-carboxamide	
(2S)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL	445953
(2S)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL	445950
(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	445958
(2S)-1-{[5-(1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-[(7AS)-7AH-INDOL-3-YL]PROPAN-2-AMINE	46937040
(2S)-1-{[5-(1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-[(7AS)-7AH-INDOL-3-YL]PROPAN-2-AMINE	49866474
(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	11314340
(2S)-2-(1H-indol-3-yl)hexanoic acid	24768549
(2S)-2-(1H-indol-3-yl)pentanoic acid	24768551
(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one	44129612
(2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID	23653500
(2S)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	15602982
(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid	11460087
