DrugName	CID
aminohippuric acid	2148
amiodarone	2157
amisulpride	2159
amitriptyline	2160
amivantamab	
amlexanox	2161
amlodipine	2162
amodiaquine	2165
amoxapine	2170
amoxicillin	33613
amphetamine	3007
ampicillin	6249
anagliptin	44513473
anagrelide	135409400
anakinra	
anastrozole	2187
andexanet alfa	
angiotensin II	172198
anifrolumab	
anileridine	8944
aniracetam	2196
anisindione	2197
antazoline	2200
apalutamide	24872560
apixaban	10182969
apomorphine	6005
apraclonidine	2216
apremilast	11561674
aprepitant	135413536
aprotinin	16130295
aprotinin	156024996
aprotinin	22833874
aprotinin	53487898
aprotinin	129627711
aprotinin	146027575
aranidipine	2225
arformoterol	3083544
argatroban	92722
aripiprazole	60795
artemether	68911
artenimol	11358077
artenimol	6918483
artenimol	3000518
artenimol	456410
artenimol	107770
artenimol	179336
artenimol	11832956
artenimol	10221470
artenimol	16399850
artesunate	6917864
artesunate	65664
artesunate	5464098
artesunate	156252
artesunate	105031
artesunate	53486426
artesunate	16394563
artesunate	9821433
artesunate	126963478
artesunate	146160078
artesunate	60196289
artesunate	49769200
artesunate	129009911
artesunate	91746179
asciminib	72165228
asenapine	3036780
asenapine	163091
asenapine	9903970
asenapine	46780481
aspirin	2244
astemizole	2247
asunaprevir	16076883
ataluren	11219835
atazanavir	148192
atenolol	2249
atezolizumab	
atogepant	72163100
atomoxetine	54841
atorvastatin	60823
atosiban	5311010
atovaquone	74989
atracurium	47319
atropine	174174
auranofin	24199313
auranofin	70788951
auranofin	16667669
auranofin	6918453
auranofin	6333901
auranofin	138402869
auranofin	57417071
auranofin	124081048
avacopan	49841217
avanafil	9869929
avapritinib	118023034
avatrombopag	9852519
avelumab	
avibactam	9835049
aviptadil	
axitinib	6450551
azacitidine	9444
azasetron	2264
azatadine	19861
azathioprine	2265
azelaic acid	2266
azelastine	2267
azilsartan medoxomil	135409642
azithromycin	447043
aztreonam	5742832
aztreonam	5459211
aztreonam	2274
aztreonam	54117
aztreonam	5466987
aztreonam	56842327
aztreonam	86741379
aztreonam	22842006
baclofen	2284
baloxavir marboxil	124081896
balsalazide	54585
bambuterol	54766
baricitinib	44205240
basiliximab	
bazedoxifene	154257
beclometasone	20469
beclometasone dipropionate	21700
bedaquiline	5388906
belantamab mafodotin	
belatacept	
belimumab	
belinostat	6918638
belumosudil	11950170
belzutifan	117947097
bempedoic acid	10472693
benazepril	5362124
benazeprilat	5463984
bendamustine	65628
bendroflumethiazide	2315
benidipine	656668
benperidol	16363
benralizumab	
benserazide	2327
benzatropine	1201549
benzonatate	7699
benzquinamide	2342
benzthiazide	2343
bepotastine	164522
bepridil	2351
berotralstat	137528262
betahistine	2366
betamethasone	9782
betanidine	2368
betaxolol	2369
betazole	7741
bethanechol	2370
betrixaban	10275777
bevacizumab	
bexarotene	82146
bezafibrate	39042
bicalutamide	2375
bictegravir	90311989
bifemelane	2377
bilastine	185460
bimatoprost	5311027
bimekizumab	
binimetinib	10288191
biperiden	2381
bisoprolol	2405
bivalirudin	16129704
blinatumomab	
blonanserin	125564
boceprevir	10324367
bortezomib	387447
bosentan	104865
bosutinib	5328940
brain natriuretic peptide	53325981
bremelanotide	9941379
brentuximab vedotin	
bretylium	2431
brexpiprazole	11978813
brigatinib	68165256
brimonidine	2435
brincidofovir	483477
brinzolamide	68844
brivaracetam	9837243
brodalumab	
brolucizumab	
bromfenac	60726
bromhexine	2442
bromocriptine	31101
bromodiphenhydramine	2444
brompheniramine	6834
buclizine	6729
budesonide	5281004
bufexamac	2466
bumetanide	2471
bupivacaine	2474
bupranolol	2475
buprenorphine	644073
bupropion	444
burosumab	
buserelin	50225
buserelin	50224
buspirone	2477
busulfan	2478
butabarbital	2479
butalbital	2481
butorphanol	5361092
cabazitaxel	9854073
cabergoline	54746
cabotegravir	54713659
cabozantinib	25102847
caffeine	2519
calcifediol	5283731
calcifediol	6441383
calcipotriol	5288783
calcitonin	
calcitonin (salmon)	
camostat	2536
camrelizumab	
canagliflozin	24812758
canakinumab	
candesartan	2541
cangrelor	9854012
cannabidiol	644019
capecitabine	60953
caplacizumab	
capmatinib	25145656
capromab	
capsaicin	1548943
captopril	44093
carazolol	71739
carbachol	5831
carbamazepine	2554
carbenicillin	20824
carbetocin	16681432
carbidopa	34359
carbinoxamine	2564
carboplatin	426756
carfilzomib	11556711
carglumic acid	121396
cariprazine	11154555
carisoprodol	2576
carmustine	2578
carphenazine	18104
carprofen	2581
carteolol	2583
carvedilol	2585
casimersen	
casirivimab	
catequentinib	25017411
catumaxomab	
cedazuridine	25267009
cefaclor	51039
cefadroxil	47965
cefepime	5479537
cefepime	5464190
cefepime	2622
cefepime	9615345
cefepime	53486338
cefepime	5353490
cefepime	68606
cefiderocol	77843966
cefixime	5362065
cefixime	6321411
cefixime	54362
cefixime	6604438
cefixime	5943039
cefixime	91323352
cefixime	90437953
cefixime	92329211
cefotaxime	5742673
cefotaxime	10695961
cefotaxime	9777579
cefotetan	53025
cefoxitin	441199
cefpodoxime	6335986
ceftaroline fosamil	9852981
ceftaroline fosamil	56841980
ceftaroline fosamil	16007393
ceftaroline fosamil	57514685
ceftaroline fosamil	155292829
ceftazidime	5481173
ceftazidime	5484131
ceftazidime	91713
ceftazidime	2650
ceftazidime	66509024
ceftazidime	44298077
ceftazidime	133687818
ceftizoxime	6533629
ceftizoxime	5361848
ceftizoxime	2655
ceftizoxime	50194
ceftizoxime	54121176
ceftizoxime	5353510
ceftobiprole	135413542
ceftobiprole	135536952
ceftobiprole	156963289
ceftobiprole	137274216
ceftolozane	53234134
ceftolozane	56843746
ceftolozane	75984602
ceftriaxone	5479530
ceftriaxone	23679441
ceftriaxone	9570985
ceftriaxone	46173365
cefuroxime	5479529
cefuroxime	5361202
cefuroxime	41375
cefuroxime	2659
cefuroxime	6914282
celecoxib	2662
celiprolol	2663
cemiplimab	
cenobamate	11962412
cephalexin	27447
cephalothin	6024
cephradine	38103
ceritinib	57379345
cerivastatin	446156
certolizumab pegol	
ceruletide	16129675
cetilistat	9952916
cetirizine	2678
cetrorelix	25074887
cetuximab	
cevimeline	83898
cevimeline	2684
cevimeline	25137844
cevimeline	18642481
cevimeline	132935795
chenodeoxycholic acid	10133
chlophedianol	2795
chlorambucil	2708
chloramphenicol	5959
chlordiazepoxide	2712
chlormezanone	2717
chloroprocaine	8612
chloroquine	2719
chlorothiazide	2720
chlorotrianisene	11289
chlorpheniramine	2725
chlorpromazine	2726
chlorpropamide	2727
chlorthalidone	2732
chlorzoxazone	2733
cholic acid	221493
ciclesonide	6918155
ciclopirox	2749
cilastatin	6435415
cilazapril	56330
cilazaprilat	64766
cilnidipine	5282138
cilostazol	2754
cimetidine	2756
cinacalcet	156419
cinnarizine	1547484
ciprofibrate	2763
ciprofloxacin	2764
cisapride	6917698
cisapride	2769
cisapride	5311047
cisapride	6604902
cisapride	44279790
cisplatin	5702198
citalopram	2771
cladribine	20279
clarithromycin	84029
clascoterone	11750009
clavulanic acid	5280980
clemastine	26987
clevidipine	153994
clidinium	2784
clindamycin	446598
clobazam	2789
clobetasol propionate	32798
clobetasone	71387
clodronic acid	25419
clofarabine	119182
clofazimine	2794
clofibrate	2796
clomiphene	1548953
clomiphene	2800
clomiphene	1548955
clomipramine	2801
clonazepam	2802
clonidine	2803
clopidogrel	60606
clorazepate	2809
clotrimazole	2812
cloxacillin	6098
clozapine	135398737
cobicistat	25151504
cobimetinib	16222096
cocaine	446220
codeine	5284371
colchicine	6167
colfosceril palmitate	452110
colistin	5311054
colistin	44144393
colistin	45357147
colistin	57417187
conestat alfa	
conivaptan	151171
contezolid	25184541
copanlisib	135565596
corbadrine	164739
corticotropin zinc hydroxide	16132264
corticotropin zinc hydroxide	129674119
cortisol	5754
cosyntropin	16133802
cosyntropin	16129617
cosyntropin	16162116
crisaborole	44591583
crisantaspase	
crizanlizumab	
crizotinib	11626560
crofelemer	36511
cromoglicic acid	2882
cyclacillin	19003
cyclizine	6726
cyclobenzaprine	2895
cyclopenthiazide	2904
cyclopentolate	2905
cyclophosphamide	2907
cyclosporin A	5284373
cyclosporin A	5280754
cyclosporin A	2909
cyclosporin A	16404350
cyclosporin A	24883466
cyclosporin A	49867938
cyclosporin A	73896891
cyclosporin A	71306795
cyclosporin A	5458585
cyclosporin A	5497195
cyclosporin A	132274082
cyclosporin A	162639143
cyclosporin A	129009974
cyclothiazide	2910
cyproheptadine	2913
cyproterone acetate	9880
cytarabine	6253
dabigatran etexilate	135565674
dabrafenib	44462760
dacarbazine	135398738
dacarbazine	2942
daclatasvir	25154714
daclizumab	
dacomitinib	11511120
dalbavancin	16134627
dalbavancin	135659030
dalbavancin	16134410
dalbavancin	23724878
dalbavancin	133268464
dalfopristin	6323289
dalfopristin	21943994
dalfopristin	124201618
dalfopristin	21943991
dalfopristin	5366
dalfopristin	5353985
dalfopristin	470125
dalfopristin	72734290
dalteparin	772
danaparoid	
danazol	28417
dantrolene	6914273
dantrolene	5378825
dantrolene	2952
dapagliflozin	9887712
dapiprazole	3033538
dapoxetine	71353
daprodustat	91617630
dapsone	2955
daptomycin	16134395
daptomycin	21585658
daptomycin	16129629
daptomycin	16129688
daptomycin	71311849
daptomycin	46930993
daptomycin	57336511
daptomycin	25246315
daptomycin	58936818
daptomycin	117590581
daptomycin	132274074
daptomycin	129009962
daratumumab	
daridorexant	91801202
darifenacin	444031
darolutamide	67171867
darunavir	213039
dasabuvir	56640146
dasatinib	3062316
daunorubicin	30323
decitabine	451668
deferiprone	2972
defibrotide	135565962
deflazacort	189821
degarelix	16136245
dehydroepiandrosterone	5881
delafloxacin	487101
delgocitinib	50914062
denileukin diftitox	
denosumab	
deoxycholic acid	222528
deserpidine	8550
desflurane	42113
desipramine	2995
desirudin	16129703
deslanoside	28620
desloratadine	124087
desmopressin	5311065
desogestrel	40973
desonide	5311066
desoximetasone	5311067
desvenlafaxine	125017
deutetrabenazine	73437646
deutetrabenazine	73442840
deutetrabenazine	45255840
dexamethasone	5743
dexamfetamine	5826
dexbrompheniramine	16960
dexetimide	30843
dexlansoprazole	9578005
dexmedetomidine	5311068
dexmethylphenidate	154101
dexrazoxane	71384
dextromethorphan	5360696
dextropropoxyphene	10100
dextrothyroxine	8730
diacerein	26248
diazepam	3016
diazoxide	3019
dibucaine	3025
diclofenac	3033
diclofenamide	3038
dicumarol	54676038
dicyclomine	3042
didanosine	135398739
dienestrol	667476
dienogest	68861
diethylpropion	7029
diethylstilbestrol	448537
difelikefalin	24794466
difenoxin	34328
diflorasone diacetate	71414
diflunisal	3059
difluprednate	443936
digitoxin	441207
digoxin	2724385
dihydrocodeine	5284543
dihydroergotamine	10531
diltiazem	39186
dimethyl fumarate	637568
dimetindene	21855
dinutuximab	
diphenhydramine	3100
diphenidol	3055
diphenoxylate	13505
diphenylpyraline	3103
dipipanone	13331
dipivefrine	3105
dipyridamole	3108
diroximel fumarate	73330464
disopyramide	3114
disulfiram	3117
dobutamine	36811
docetaxel	148124
dofetilide	71329
dolutegravir	54726191
domperidone	3151
donepezil	3152
dopamine	681
dorzolamide	5284549
dostarlimab	
dosulepin	5284550
dosulepin	5282426
dosulepin	3155
dotinurad	51349053
doxapram	3156
doxazosin	3157
doxepin	667477
doxepin	3158
doxepin	667468
doxercalciferol	5281107
doxorubicin	31703
doxycycline	54671203
doxylamine	3162
dromostanolone propionate	224004
dronedarone	208898
droperidol	3168
drospirenone	68873
drotrecogin alfa	
droxidopa	92974
dulaglutide	
duloxetine	60835
dupilumab	
durvalumab	
dutasteride	6918296
duvelisib	50905713
dyclonine	3180
dydrogesterone	9051
dyphylline	3182
ecallantide	44152182
ecallantide	118984459
ecallantide	156631350
ecallantide	129628207
echothiophate	10548
econazole	3198
eculizumab	
edotreotide	158782
edoxaban	10280735
edrecolomab	
edrophonium	3202
efalizumab	
efavirenz	64139
efgartigimod alfa	
eflornithine	3009
elagolix	11250647
eldecalcitol	6918141
eldecalcitol	6438982
eldecalcitol	145705672
eldecalcitol	56670920
eldecalcitol	72750241
eldecalcitol	91799043
eldecalcitol	44296776
eldecalcitol	134692791
eldecalcitol	126843179
eldecalcitol	156599225
eletriptan	77993
elexacaftor	134587348
eliglustat	23652731
elobixibat	9939892
elosulfase alfa	
elotuzumab	
eltrombopag	135449332
eluxadoline	11250029
elvitegravir	5277135
emapalumab	
emedastine	3219
emicizumab	
empagliflozin	11949646
emtricitabine	60877
enalapril	5388962
enalaprilat	5462501
enarodustat	50899324
enasidenib	89683805
encorafenib	50922675
enflurane	3226
enfortumab vedotin	
enoxacin	3229
enoxaparin	772
enoximone	53708
entacapone	5281081
entrectinib	25141092
enzalutamide	15951529
epalrestat	1549120
ephedrine	9294
epinastine	3241
eplerenone	443872
eplerenone	9953590
eplerenone	21865526
eplerenone	150310
eplerenone	9939152
eplerenone	124040753
eplerenone	129009858
eprosartan	5281037
eptifibatide	448812
eptinezumab	
eravacycline	54726192
erdafitinib	67462786
erenumab	
ergometrine	443884
ergotamine	8223
eribulin	11354606
erlotinib	176870
ertapenem	150610
ertugliflozin	44814423
erythromycin	12560
erythropoietin	11751549
escitalopram	146570
esflurbiprofen	72099
esketamine	182137
eslicarbazepine	9881504
esmolol	59768
esomeprazole	9568614
esomeprazole	4594
esomeprazole	9579578
estazolam	3261
estetrol	27125
estradiol valerate	13791
estramustine	259331
estriol	5756
estrone	5870
estrone-3-sulphate	3001028
eszopiclone	969472
etanercept	
etelcalcetide	71511839
eteplirsen	
ethacrynic acid	3278
ethchlorvynol	5281077
ethinamate	3284
ethinylestradiol	5991
ethopropazine	3290
ethosuximide	3291
ethotoin	3292
ethoxzolamide	3295
ethylestrenol	13765
ethynodiol diacetate	9270
etidronic acid	3305
etodolac	3308
etomidate	667484
etomidate	36339
etomidate	6338045
etonogestrel	6917715
etoposide	36462
etoricoxib	123619
etretinate	5282375
everolimus	6442177
evinacumab	
evolocumab	
exemestane	60198
exendin-4	45588096
exendin-4	56927919
exendin-4	53396299
ezetimibe	150311
fadrozole	59693
famciclovir	3324
famotidine	5702160
famotidine	3325
famotidine	5353622
fampridine	1727
faricimab	
fasudil	3547
favipiravir	492405
febuxostat	134018
fedratinib	16722836
felbamate	3331
felodipine	3333
fenfluramine	3337
fenofibrate	3339
fenoldopam	3341
fenoprofen	3342
fenoterol	3343
fentanyl	3345
fesoterodine	6918558
fexofenadine	3348
fidaxomicin	10034073
fidaxomicin	46174142
fidaxomicin	151383
fidaxomicin	91885501
fidaxomicin	102580518
fidaxomicin	70678896
fidaxomicin	156620959
fidaxomicin	135391138
fidaxomicin	132472265
fidaxomicin	131668620
fidaxomicin	117590639
fidaxomicin	23305223
filgotinib	49831257
filgrastim	
finasteride	57363
finerenone	60150535
fingolimod	107970
flavoxate	3354
flecainide	3356
flibanserin	6918248
florbetaben	11501341
florbetapir	24822371
florbetapir	57396865
floxuridine	5790
flucloxacillin	21319
fludarabine	657237
fludrocortisone	31378
fludroxycortide	15209
flufenamic acid	3371
flumazenil	3373
flumbatinib	46848036
flumethasone pivalate	443980
flunisolide	82153
flunitrazepam	3380
fluocinolone acetonide	6215
fluocinonide	9642
fluorometholone	9878
fluoxetine	3386
fluoxymesterone	6446
flupentixol	5281881
flupentixol	17012
flupentixol	5281878
fluphenazine	3372
flurazepam	3393
flurbiprofen	3394
fluspirilene	3396
flutamide	3397
flutemetamol	10107393
fluticasone	5311101
fluticasone furoate	9854489
fluticasone propionate	444036
fluvastatin	446155
fluvastatin	23663976
fluvastatin	37888681
fluvoxamine	5324346
folinic acid	135403648
folinic acid	135403647
folinic acid	135802074
folinic acid	135738681
fomepizole	3406
fondaparinux	5282448
forasartan	132706
formoterol	3410
formoterol	3083544
formoterol	3034756
fosaprepitant	135413538
foscarnet	3415
fosfomycin	446987
fosinopril	55891
fosinopril	9601226
fosinopril	6708482
fosinopril	3420
fosinopril	45357796
fosinopril	9872634
fosinopril	146160312
fosinopril	134715568
fosinoprilat	62956
fosphenytoin	56339
fospropofol	3038498
fostamatinib	11671467
fostemsavir	11319217
fremanezumab	
frovatriptan	77992
fruquintinib	44480399
fulvestrant	104741
furmonertinib	118861389
furosemide	3440
fusidic acid	3000226
gabapentin	3446
gabapentin enacarbil	9883933
gabexate	3447
galantamine	9651
galcanezumab	
gallamine	67425
ganaxolone	6918305
ganirelix	16130957
gatifloxacin	5379
gefitinib	123631
gemcitabine	60750
gemfibrozil	3463
gemtuzumab ozogamicin	
gentamicin	3467
gentamicin	72395
gentamicin	441305
gentamicin	146157093
gestodene	3033968
gilteritinib	49803313
glasdegib	25166913
glecaprevir	66828839
glecaprevir	129635886
glecaprevir	76470875
glecaprevir	154809629
glecaprevir	156758105
glecaprevir	156963402
glecaprevir	138991601
glibenclamide	3488
glimepiride	3476
glipizide	3478
glucagon	16132283
glucarpidase	21195079
glutethimide	3487
glycopyrrolate	11693
golimumab	
goserelin	5311128
granisetron	5284566
granisetron	86287410
grazoprevir	44603531
grepafloxacin	72474
growth hormone 1	
guaifenesin	3516
guanabenz	5702063
guanabenz	3517
guanabenz	5353646
guanadrel	38521
guanethidine	3518
guanfacine	3519
guanidine	3520
guselkumab	
halazepam	31640
halofantrine	37393
haloperidol	3559
halothane	3562
heparin	
hetrombopag	135565610
hexachlorophene	3598
hexylcaine	10770
histrelin	25077993
hydralazine	3637
hydrochlorothiazide	3639
hydrocodone	5284569
hydroflumethiazide	3647
hydromorphone	5284570
hydroxychloroquine	3652
hydroxyurea	3657
hydroxyzine	3658
ibalizumab	
ibandronic acid	60852
ibritumomab tiuxetan	
ibrutinib	24821094
ibudilast	3671
ibuprofen	3672
ibutilide	60753
icatibant	6918173
icatibant	71364
icatibant	90488794
icatibant	14724482
icatibant	137705994
icosapent	446284
icotinib	22024915
idarubicin	42890
idarucizumab	
idelalisib	11625818
ifosfamide	3690
iguratimod	124246
ilaprazole	214351
iloperidone	71360
iloprost	5311181
iloprost	6435378
iloprost	53394043
iloprost	53486260
iloprost	89077401
iloprost	51397006
iloprost	134694981
iloprost	91746214
iloprost	54313
imatinib	5291
imdevimab	
imidapril	5464343
imidaprilat	5464344
imipenem	104838
imipramine	3696
imiquimod	57469
inamrinone	3698
indacaterol	6918554
indapamide	3702
indomethacin	3715
indoramin	33625
inebilizumab	
infigratinib	53235510
infliximab	
ingenol mebutate	6918670
ingenol mebutate	46174141
ingenol mebutate	23581946
ingenol mebutate	138756126
ingenol mebutate	124397053
ingenol mebutate	146171122
inotuzumab ozogamicin	
insulin	
insulin glargine	118984454
insulin glargine	139600551
insulin-like growth factor 1	
iodipamide	3739
ioflupane	10048368
ioflupane	3086674
ipilimumab	
ipragliflozin	10453870
ipratropium	657309
ipratropium	3746
ipratropium	6604365
ipratropium	25897919
irbesartan	3749
irinotecan	60838
isatuximab	
isocarboxazid	3759
isoetarine	3762
isoflurane	3763
isoprenaline	3779
isosorbide dinitrate	6883
isosorbide mononitrate	27661
isotretinoin	5282379
isradipine	3784
istradefylline	5311037
itolizumab	
itraconazole	55283
itraconazole	3793
itraconazole	6917738
itraconazole	14179013
itraconazole	45039617
itraconazole	14179008
ivabradine	132999
ivacaftor	16220172
ivermectin	6321424
ivermectin	4330618
ivermectin	11957587
ivermectin	6419971
ivermectin	71308642
ivermectin	146159550
ivermectin	45114068
ivermectin	6427057
ivermectin	155970341
ivermectin	3085416
ivermectin	134687046
ivermectin	122172888
ivermectin	135391144
ivermectin	124870718
ivermectin	124870720
ivermectin	57182275
ivermectin	70678372
ivosidenib	71657455
ixabepilone	6445540
ixazomib	25183872
ixekizumab	
ketamine	3821
ketanserin	3822
ketoconazole	456201
ketoconazole	47576
ketoconazole	3823
ketoconazole	5702077
ketoconazole	73951506
ketoprofen	3825
ketorolac	3826
ketotifen	3827
labetalol	3869
lacidipine	5311217
lacosamide	219078
lamotrigine	3878
lanadelumab	
lanreotide	71349
lanreotide	6918011
lanreotide	122173799
lanreotide	134694358
lanreotide	10796238
lanreotide	44270249
lanreotide	154734381
lanreotide	138393800
lansoprazole	3883
lapatinib	208908
larotrectinib	46188928
lasmiditan	11610526
latanoprost (free acid form)	6441636
latanoprost (isopropyl ester)	5311221
latanoprostene bunod	11156438
lazertinib	121269225
ledipasvir	67505836
lefamulin	25185057
leflunomide	3899
lemborexant	56944144
lenalidomide	216326
lenvatinib	9823820
lepirudin	118856773
lepirudin	139600825
lesinurad	53465279
letrozole	3902
leuprolide	657181
levallorphan	5359371
levamisole	26879
levetiracetam	5284583
levobetaxolol	60657
levobunolol	39468
levobupivacaine	92253
levocabastine	54385
levodopa	6047
levofloxacin	149096
levoketoconazole	47576
levomepromazine	72287
levomethadyl acetate	15130
levomilnacipran	6917779
levomilnacipran	65833
levomilnacipran	11622909
levomilnacipran	55481
levomilnacipran	13208116
levonorgestrel	13109
levorphanol	5359272
levosalbutamol	123600
lidocaine	3676
lifitegrast	11965427
linaclotide	16158208
linaclotide	57458936
linaclotide	92044408
linaclotide	137699188
linaclotide	131673845
linagliptin	10096344
lincomycin	3000540
linezolid	441401
liraglutide	16134956
liraglutide	91978180
liraglutide	131709229
lisdexamfetamine	11597698
lisinopril	5362119
lisuride	28864
lixisenatide	
lodoxamide	44564
lofepramine	3947
lofexidine	30668
lomitapide	9853053
lomustine	3950
lonafarnib	148195
loncastuximab tesirine	
loperamide	3955
lopinavir	92727
loratadine	3957
lorazepam	3958
lorcaserin	11658860
lorlatinib	71731823
losartan	3961
loteprednol etabonate	444025
lovastatin	53232
loxapine	3964
lubiprostone	157920
luliconazole	3003141
lumacaftor	16678941
lumateperone	21302490
lumateperone	9821941
lumateperone	69471377
lumefantrine	6437380
lumiracoxib	151166
lurasidone	213046
lurbinectedin	57327016
luspatercept	
lusutrombopag	49843517
lymecycline	54707177
lymecycline	54714462
lymecycline	146160332
lymecycline	54687131
lymecycline	154730852
lymecycline	133562720
macimorelin	9804938
macitentan	16004692
manidipine	4008
maprotiline	4011
maralixibat	9831643
maraviroc	3002977
margetuximab	
mazindol	4020
mebeverine	4031
mecamylamine	4032
mechlorethamine	4033
meclizine	4034
meclofenamic acid	4037
medroxyprogesterone	10631
medrysone	247839
mefenamic acid	4044
mefloquine	4046
mefloquine	40692
mefloquine	456309
mefloquine	3000516
mefloquine	3000506
mefloquine	12986439
megestrol	19090
melatonin	896
meloxicam	54677470
melphalan	460612
melphalan flufenamide	9935639
memantine	4054
mepenzolic acid	4057
mephentermine	3677
mephenytoin	4060
mepivacaine	4062
mepolizumab	
meprobamate	4064
meptazinol	41049
mepyramine	4992
mequinol	9015
mercaptamine	6058
mercaptopurine	667490
mesalazine	4075
mesoridazine	4078
mestranol	6291
mesuximide	6476
metaraminol	5906
metaxalone	15459
metformin	4091
methacholine	1993
methadone	4095
methamphetamine	10836
metharbital	4099
methazolamide	4100
methdilazine	14677
methenamine	4101
methimazole	1349907
methixene	4167
methocarbamol	4107
methohexital	9034
methotrexate	126941
methoxamine	6082
methoxyflurane	4116
methyclothiazide	4121
methylergonovine	8226
methylnaltrexone	5361918
methylphenidate	4158
methylprednisolone	6741
methyltyrosine	441350
methyprylon	4162
methysergide	9681
metipranolol	31477
metoclopramide	4168
metolazone	4170
metopimazine	26388
metoprolol	4171
metreleptin	
metronidazole	4173
metyrapone	4174
mexiletine	4178
mianserin	4184
mibefradil	60663
miconazole	4189
midazolam	4192
midodrine	4195
midostaurin	9829523
mifamurtide	
mifepristone	55245
migalastat	176077
miglitol	441314
miglustat	51634
milnacipran	65833
milrinone	4197
miltefosine	3599
minocycline	54675783
minoxidil	4201
mipomersen	
mirabegron	9865528
mirodenafil	135497803
mirtazapine	4205
misoprostol (methyl ester)	5282381
misoprostol (methyl ester)	6030697
mitapivat	59634741
mithramycin	163659
mitomycin C	5746
mitotane	4211
mitoxantrone	4212
mivacurium	5281042
mizolastine	65906
mobocertinib	118607832
moclobemide	4235
modafinil	4236
moexipril	91270
moexiprilat	55331
mogamulizumab	
molindone	23897
molnupiravir	145996610
mometasone	441335
monobenzone	7638
montelukast	5281040
moracizine	34633
morphine	5288826
mosapride	119584
moxetumomab pasudotox	
moxifloxacin	152946
mupirocin	446596
muromonab-CD3	
mycophenolate mofetil	5281078
mycophenolic acid	446541
nabilone	5284592
nabumetone	4409
nadolol	39147
nafamostat	4413
nafarelin	25077405
nafcillin	8982
nalbuphine	5311304
naldemedine	54732242
nalmefene	5284594
nalorphine	5284595
naloxegol	56959087
naloxone	5284596
naltrexone	5360515
nandrolone	9904
naphazoline	4436
naproxen	156391
naratriptan	4440
narlaprevir	11857239
natalizumab	
nateglinide	5311309
naxitamab	
nebivolol	71301
nebivolol	9844194
nebivolol	189562
nebivolol	71750969
nebivolol	118422671
necitumumab	
nedocromil	50294
nefazodone	4449
nelarabine	3011155
