DiseaseID	DiseaseName	ALLIANCE	BioMuta	ClinGen	ClinVar	COSMIC	CTDbase	DISEASES	DisGeNET	DOID	EFO	G2P	GenCC	GEO	GWAS	HPO	KEGG	MedGen	OMIM	OncoMX	OpenTargetsPlatform	Pharos	RepoDB	SIDER	TTD	Sum	Combinations
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001206	acromegaly	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,15,16,17,20,21,22,23
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001207	Hypersomatotropic gigantism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001261	Actinomycotic infection	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	11.0	4,6,7,8,9,10,16,17,20,22,23
UMLS:C0001263	Abdominal actinomycosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	17,22
UMLS:C0001264	Cervicofacial actinomycosis	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	4,6,10,17,20,22
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001403	Addison's disease	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	10.0	1,4,7,8,9,15,17,18,22,23
UMLS:C0001418	adenocarcinoma	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	13.0	1,4,5,6,7,8,9,10,17,20,21,22,23
UMLS:C0001418	adenocarcinoma	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	13.0	1,4,5,6,7,8,9,10,17,20,21,22,23
UMLS:C0001418	adenocarcinoma	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	13.0	1,4,5,6,7,8,9,10,17,20,21,22,23
UMLS:C0001418	adenocarcinoma	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	13.0	1,4,5,6,7,8,9,10,17,20,21,22,23
UMLS:C0001418	adenocarcinoma	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	13.0	1,4,5,6,7,8,9,10,17,20,21,22,23
UMLS:C0001430	adenoma	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	12.0	1,4,6,7,8,9,10,13,17,20,21,23
UMLS:C0001430	adenoma	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	12.0	1,4,6,7,8,9,10,13,17,20,21,23
UMLS:C0001430	adenoma	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	12.0	1,4,6,7,8,9,10,13,17,20,21,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001622	Hypercortisolism	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	12.0	4,6,7,8,9,10,15,17,20,21,22,23
UMLS:C0001627	congenital adrenal hyperplasia	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,15,16,17,20,21,22,23
UMLS:C0001627	congenital adrenal hyperplasia	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,15,16,17,20,21,22,23
UMLS:C0001627	congenital adrenal hyperplasia	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,15,16,17,20,21,22,23
UMLS:C0001627	congenital adrenal hyperplasia	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,15,16,17,20,21,22,23
UMLS:C0001627	congenital adrenal hyperplasia	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,15,16,17,20,21,22,23
UMLS:C0001627	congenital adrenal hyperplasia	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,15,16,17,20,21,22,23
UMLS:C0001807	Aggressive behavior	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	4,8,14,15,20,23
UMLS:C0001807	Aggressive behavior	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	4,8,14,15,20,23
UMLS:C0001815	myelofibrosis	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	14.0	1,4,5,6,7,8,9,10,16,17,18,20,21,22
UMLS:C0001815	myelofibrosis	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	14.0	1,4,5,6,7,8,9,10,16,17,18,20,21,22
UMLS:C0001815	myelofibrosis	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	14.0	1,4,5,6,7,8,9,10,16,17,18,20,21,22
UMLS:C0001815	myelofibrosis	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	14.0	1,4,5,6,7,8,9,10,16,17,18,20,21,22
UMLS:C0001883	obstructive lung disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	13.0	1,4,6,7,8,9,10,14,15,17,20,21,23
