CID	DrugName	BindingDB	BioGRID	Cancerrxgene	CLUE	CTDbase	DGIdb	DrugBank	DrugCentral	DrugComb	DrugCombDB	DrugPath	DrugRepurposingHub	DsigDB	GtopDB	Hetionet	PDSPKiDB	pharmGKB	RepoDB	SIDER	SMPDB	SWEETLEAD	TTD	Sum	Combinations
31101	Bromocriptine	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	1,2,4,5,6,7,8,11,12,13,14,15,16,18,19,21,22
6917964	OCTREOTIDE ACETATE	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	6,12,22
118753638	Pasireotide embonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12
73348210	cyclo[Lys-Tyr(Bn)-Phe-aHyp(Unk)-Phg-D-Trp]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12
31100	BROMOCRIPTINE MESYLATE	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6,9,12,13
28864	Lisuride	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	1,2,5,6,7,8,9,11,12,13,14,15,16,18,19,21,22
44311916	10-(4-Amino-butyl)-19-(2-amino-3-phenyl-propionylamino)-16-benzyl-7-(1-hydroxy-ethyl)-13-(1H-indol-3-ylmethyl)-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaaza-cycloicosane-4-carboxylic acid (2-hydroxy-1-hydroxymethyl-propyl)-amide	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	15.0	1,2,4,5,6,7,8,10,12,13,14,15,16,18,19
10796238	H-DPhe-cyclo[DPen-Tyr-DTrp-Lys-Val-Cys]-Thr-NH2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	11.0	1,2,5,6,7,8,13,14,16,18,19
138393800	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
44270249	H-DNal-cyclo[Cys-Tyr-DTrp-Lys-Val-DCys]-Thr-NH2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	11.0	1,2,5,6,7,8,13,14,16,18,19
154734381	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
6918011	Ipstyl	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	12.0	1,2,5,6,7,8,12,13,14,16,18,19
71349	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	12.0	2,5,6,7,8,13,14,16,18,19,21,22
122173799	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
448601	Octreotide	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	16.0	1,2,4,5,6,7,8,9,10,12,13,14,15,16,18,19
134694358	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
71349	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	12.0	2,5,6,7,8,13,14,16,18,19,21,22
6918011	Ipstyl	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	12.0	1,2,5,6,7,8,12,13,14,16,18,19
134694358	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
44270249	H-DNal-cyclo[Cys-Tyr-DTrp-Lys-Val-DCys]-Thr-NH2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	11.0	1,2,5,6,7,8,13,14,16,18,19
10796238	H-DPhe-cyclo[DPen-Tyr-DTrp-Lys-Val-Cys]-Thr-NH2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	11.0	1,2,5,6,7,8,13,14,16,18,19
138393800	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
122173799	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
154734381	Lanreotide	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	10.0	2,5,6,7,8,13,14,16,18,19
3000226	Fusidic acid	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0	1,5,7,8,11,12,13,14,15,18,21,22
5280965	amphotericin	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	13.0	4,5,6,7,9,10,11,12,13,15,18,19,21
54671203	Doxycycline	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	1,2,5,6,7,8,9,10,11,12,13,14,15,18,19,21,22
91819969	Amphotericin B	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	5,6,7,10,11,13,15,18
5904	Penicillin g	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	15.0	1,2,4,5,6,7,8,11,12,13,14,15,18,21,22
54680690	Demeclocycline	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	12.0	2,5,6,7,8,11,12,13,15,18,19,21
54675783	Minocycline	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	16.0	2,5,6,7,8,9,10,11,12,13,14,15,18,19,21,22
54675776	Tetracycline	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	15.0	2,5,6,7,8,9,10,11,12,13,14,15,18,19,22
54675779	Oxytetracycline	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	16.0	1,2,5,6,7,8,9,10,11,12,13,14,15,18,19,21
5904	Penicillin g	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	15.0	1,2,4,5,6,7,8,11,12,13,14,15,18,21,22
5904	Penicillin g	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	15.0	1,2,4,5,6,7,8,11,12,13,14,15,18,21,22
5743	Dexamethasone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	19.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,22
5745	Cortisone acetate	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	14.0	1,2,4,6,7,8,9,10,12,13,15,18,21,22
9782	Betamethasone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	18.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,18,19,21,22
31307	Triamcinolone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	1,2,4,5,6,7,8,9,11,12,13,14,15,18,19,21,22
31378	Fludrocortisone	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	12.0	2,5,6,7,11,13,14,15,18,19,21,22
5865	Prednisone	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	18.0	2,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22
5755	Prednisolone	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	19.0	1,2,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22
5754	Hydrocortisone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	19.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22
6741	Methylprednisolone	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	2,4,5,6,7,8,9,10,11,12,13,14,15,18,19,21,22
3385	Fluorouracil	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	1,2,3,4,5,6,7,8,9,10,12,13,14,15,17,18,19,20,21,22
5746	mitomycin C	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	16.0	1,4,5,6,7,8,9,10,12,13,14,15,18,19,21,22
5453	Thiotepa	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	16.0	1,4,5,6,7,8,9,10,12,13,14,15,18,19,21,22
60837	CAMPTOSAR	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6,9,12,13
60838	Irinotecan	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
31100	BROMOCRIPTINE MESYLATE	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6,9,12,13
31101	Bromocriptine	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	1,2,4,5,6,7,8,11,12,13,14,15,16,18,19,21,22
126941	Methotrexate	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	20.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22
9941444	Pasireotide	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	12.0	2,4,5,6,7,8,12,13,14,15,18,19
73951506	Ketoconazole	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	14.0	2,5,6,7,8,10,11,12,13,14,15,16,18,19
5702077	Ketoconazole	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	15.0	2,4,5,6,7,8,10,11,12,13,14,15,16,18,19
3823	Ketoconazole	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	18.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,22
656583	Trilostane	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	14.0	2,5,6,7,8,9,10,12,13,14,15,18,21,22
5743	Dexamethasone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	19.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,22
47576	Nizoral	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	15.0	1,2,5,6,7,8,10,11,12,13,14,15,16,18,19
456201	Xolegel	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	18.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21
5745	Cortisone acetate	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	14.0	1,2,4,6,7,8,9,10,12,13,15,18,21,22
9782	Betamethasone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	18.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,18,19,21,22
31307	Triamcinolone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	1,2,4,5,6,7,8,9,11,12,13,14,15,18,19,21,22
6741	Methylprednisolone	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0	2,4,5,6,7,8,9,10,11,12,13,14,15,18,19,21,22
5755	Prednisolone	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	19.0	1,2,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22
5743	Dexamethasone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	19.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,22
5073	Risperidone	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	20.0	1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22
60795	Aripiprazole	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	19.0	1,2,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,21,22
67517580	Fedratinib dihydrochloride monohydrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12
16722836	Fedratinib	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	1,4,5,6,7,8,9,10,12,13,14,22
25126798	Ruxolitinib	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	18.0	1,2,3,4,5,6,7,8,9,10,12,13,14,15,17,18,19,22
25127112	Ruxolitinib phosphate	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1,6,12,13
5282492	betamethasone benzoate	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	5,6,8,12,21,22
657309	Ipratropium	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	5,6,7,8,12,13,14,16,19
5487427	Tiotropium	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	11.0	2,6,7,12,13,14,15,17,18,19,22
11504295	Olodaterol	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	11.0	2,5,6,7,8,12,13,14,18,19,22
25654	reproterol	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5,7,8,12
21800	Betamethasone dipropionate	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1,4,5,6,8,9,10,12,13
656652	Oxtriphylline	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2,5,6,7,8,12,13,15
11519070	Umeclidinium	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	13.0	1,2,4,5,6,7,8,12,14,17,18,19,22
